ticker;category;isin;description
003H11;FUNDS;BR003HCTF006;KINEA CO-INVESTIMENTO FDO INV IMOB
02W511;FUNDS;BR02W5CTF007;LC I FUNDO DE INVESTIMENTO IMOBILIARIO
A1AP34;BDR;BRA1APBDR001;ADVANCE AUTO PARTS INC
A1BM34;BDR;BRA1BMBDR006;ABIOMED Inc
A1DI34;BDR;BRA1DIBDR000;ANALOG DEVICES INC
A1DM34;BDR;BRA1DMBDR002;ARCHER-DANIELS-MIDLAND CO
A1EE34;BDR;BRA1EEBDR007;AMEREN CORP
A1EN34;BDR;BRA1ENBDR008;ALLIANT ENERGY CORP
A1EP34;BDR;BRA1EPBDR003;AMERICAN ELECTRIC POWER CO INC
A1ES34;BDR;BRA1ESBDR007;AES CORP
A1FL34;BDR;BRA1FLBDR009;AFLAC INC
A1GI34;BDR;BRA1GIBDR003;AGILENT TECHNOLOGIES INC
A1GN34;BDR;BRA1GNBDR003;ALLEGION PLC
A1IV34;BDR;BRA1IVBDR002;APARTMENT INVESTMENT & MANAGEMENT CO
A1JG34;BDR;BRA1JGBDR001;ARTHUR J GALLAGHER & CO
A1KA34;BDR;BRA1KABDR002;AKAMAI TECHNOLOGIES INC
A1LB34;BDR;BRA1LBBDR008;ALBEMARLE CORP
A1LG34;BDR;BRA1LGBDR007;ALIGN TECHNOLOGY INC
A1LK34;BDR;BRA1LKBDR009;ALASKA AIR GROUP INC
A1LL34;BDR;BRA1LLBDR007;ALLIANCE DATA SYSTEMS CORP
A1LX34;BDR;BRA1LXBDR002;ALEXION PHARMACEUTICALS INC
A1MB34;BDR;BRA1MBBDR006;AMERISOURCEBERGEN CORP
A1MD34;BDR;BRA1MDBDR002;ADVANCED MICRO DEVICES INC
A1ME34;BDR;BRA1MEBDR000;AMETEK INC
A1MP34;BDR;BRA1MPBDR006;AMERIPRISE FINANCIAL INC
A1MT34;BDR;BRA1MTBDR008;APPLIED MATERIALS INC
A1NE34;BDR;BRA1NEBDR008;ARISTA NETWORKS INC
A1NS34;BDR;BRA1NSBDR008;ANSYS INC
A1NT34;BDR;BRA1NTBDR006;ANTHEM INC
A1ON34;BDR;BRA1ONBDR007;AON PLC
A1OS34;BDR;BRA1OSBDR006;AO SMITH CORP
A1PA34;BDR;BRA1PABDR001;APACHE CORP
A1PD34;BDR;BRA1PDBDR005;AIR PRODUCTS & CHEMICALS INC
A1PH34;BDR;BRA1PHBDR006;AMPHENOL CORP
A1RE34;BDR;BRA1REBDR009;ALEXANDRIA REAL ESTATE EQUITIES INC
A1SU34;BDR;BRA1SUBDR003;ASSURANT INC
A1TM34;BDR;BRA1TMBDR008;ATMOS ENERGY CORP
A1TT34;BDR;BRA1TTBDR003;ALLSTATE CORP
A1UT34;BDR;BRA1UTBDR001;AUTODESK INC
A1VB34;BDR;BRA1VBBDR007;AVALONBAY COMMUNITIES INC
A1VY34;BDR;BRA1VYBDR009;AVERY DENNISON CORP
A1WK34;BDR;BRA1WKBDR006;AMERICAN WATER WORKS CO INC
AALL34;BDR;BRAALLBDR003;AMERICAN AIRLINES GROUP INC.
AALR3;SHARES;BRAALRACNOR6;CENTRO DE IMAGEM DIAGNOSTICOS S.A.
AAPL34;BDR;BRAAPLBDR004;APPLE INC.
ABBV34;BDR;BRABBVBDR001;ABBVIE INC.
ABCB4;SHARES;BRABCBACNPR4;BCO ABC BRASIL S.A.
ABCP11;FUNDS;BRABCPCTF000;FDO INV IMOB GRAND PLAZA SHOPPING
ABEV3;SHARES;BRABEVACNOR1;AMBEV S.A.
ABTT34;BDR;BRABTTBDR007;ABBOTT LABORATORIES
ABUD34;BDR;BRABUDBDR009;ANHEUSER-BUSCH INBEV SA/NV
ACNB34;BDR;BRACNBBDR006;ACCENTURE PLC
ADBE34;BDR;BRADBEBDR003;ADOBE INC
ADHM3;SHARES;BRADHMACNOR9;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.
ADPR34;BDR;BRADPRBDR005;AUTOMATIC DATA PROCESSING INC
AFCF11;FUNDS;BRAFCFCTF010;AFRICA FILMES S/C LTDA.
AFCR11;FUNDS;BRAFCRCTF007;AF INVEST FDO INV. IMOB. - RECEBÍVEIS IMOB.
AFCV12;FUNDS;BRAFCVCTF025;A F CINEMA E VIDEO LTDA
AFLT3;SHARES;BRAFLTACNOR1;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A
AFOF11;FUNDS;BRAFOFCTF007;ALIANZA FOFII FDO. INVEST. IMOB.
AGBK11;UNIT;BRAGBKCDAM10;BANCO AGIBANK S.A.
AGBK4;SHARES;BRAGBKACNPR6;BANCO AGIBANK S.A.
AGRA4;SHARES;BRAGRAACNPR3;AGRALE S/A
AGRO3;SHARES;BRAGROACNOR7;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS
AHEB3;SHARES;BRAHEBACNOR0;SAO PAULO TURISMO S.A.
AHEB5;SHARES;BRAHEBACNPA3;SAO PAULO TURISMO S.A.
AHEB6;SHARES;BRAHEBACNPB1;SAO PAULO TURISMO S.A.
AIEC11;FUNDS;BRAIECCTF009;AUTONOMY EDIFÍCIOS CORPORATIVOS FUND. INV. IMOB.
AIGB34;BDR;BRAIGBBDR007;AMERICAN INTERNATIONAL GROUP INC.
ALEF3B;SHARES;BRALEFACNOR3;ALEF S.A.
ALMI11;FUNDS;BRALMICTF003;FDO INV IMOB - FII TORRE ALMIRANTE
ALPA3;SHARES;BRALPAACNOR0;ALPARGATAS S.A.
ALPA4;SHARES;BRALPAACNPR7;ALPARGATAS S.A.
ALPK3;SHARES;BRALPKACNOR9;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A
ALSO3;SHARES;BRALSOACNOR5;ALIANSCE SONAE SHOPPING CENTERS S.A.
ALUP11;UNIT;BRALUPCDAM15;ALUPAR INVESTIMENTO S/A
ALUP11F;UNIT;BRALUPCDAM15;ALUPAR INVESTIMENTO S/A
ALUP3;SHARES;BRALUPACNOR8;ALUPAR INVESTIMENTO S/A
ALUP4;SHARES;BRALUPACNPR5;ALUPAR INVESTIMENTO S/A
ALZR11;FUNDS;BRALZRCTF006;ALIANZA TRUST RENDA IMOBILIARIA FDO INV IMOB
AMAR3;SHARES;BRAMARACNOR4;MARISA LOJAS S.A.
AMBP3;SHARES;BRAMBPACNOR6;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A
AMGN34;BDR;BRAMGNBDR004;AMGEN INC.
AMZG11;UNIT;BRAMZGCDAM10;AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.
AMZG3;SHARES;BRAMZGACNOR4;AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.
AMZO34;BDR;BRAMZOBDR002;AMAZON.COM, INC
ANCR11B;FUNDS;BRANCRCTF001;FDO INV IMOB - FII ANCAR IC
ANGC11;FUNDS;BRANGCCTF004;FDO INV IMOB RENDA CORPORATIVA ANGICO - FII
ANIM3;SHARES;BRANIMACNOR6;ANIMA HOLDING S.A.
APER3;SHARES;BRAPERACNOR9;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.
APTI3;SHARES;BRAPTIACNOR6;SIDERURGICA J. L. ALIPERTI S.A.
APTI4;SHARES;BRAPTIACNPR3;SIDERURGICA J. L. ALIPERTI S.A.
APTV34;BDR;BRAPTVBDR003;APTIV PLC
AQLL11;FUNDS;BRAQLLCTF008;ÁQUILLA FDO INV IMOB - FII
ARFI11B;FUNDS;BRARFICTF004;AQ3 RENDA FDO INV IMOB - FII
ARMT34;BDR;BRARMTBDR008;ARCELORMITTAL
ARNC34;BDR;BRARNCBDR002;HOWMET AEROSPACE INC.
ARRI11;FUNDS;BRARRICTF009;FDO. INV. IMOB. ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS
ARZZ3;SHARES;BRARZZACNOR3;AREZZO INDÚSTRIA E COMÉRCIO S.A.
ASML34;BDR;BRASMLBDR003;ASML HOLDING NV
ATCR11;FUNDS;BRATCRCTF008;HAZ FDO INV IMOB - FII
ATMP3;SHARES;BRATMPACNOR8;ATMA PARTICIPAÇÕES S.A.
ATOM3;SHARES;BRATOMACNOR1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.
ATSA11;FUNDS;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRE FDO INV IMOB
ATTB34;BDR;BRATTBBDR007;AT&T INC.
ATVI34;BDR;BRATVIBDR008;ACTIVISION BLIZZARD INC
AURA32;BDR;BRAURABDR001;AURA MINERALS INC.
AURA33;BDR;BRAURABDR001;AURA MINERALS INC.
AVGO34;BDR;BRAVGOBDR003;BROADCOM INC
AWII34;BDR;BRAWIIBDR009;ARMSTRONG WORLD INDUSTRIES INC
AXPB34;BDR;BRAXPBBDR007;AMERICAN EXPRESS COMPANY
AZEV3;SHARES;BRAZEVACNOR0;AZEVEDO E TRAVASSOS S.A.
AZEV4;SHARES;BRAZEVACNPR7;AZEVEDO E TRAVASSOS S.A.
AZOI34;BDR;BRAZOIBDR000;AUTOZONE INC
AZUL4;SHARES;BRAZULACNPR4;AZUL S.A.
B1AX34;BDR;BRB1AXBDR004;BAXTER INTERNATIONAL INC
B1BT34;BDR;BRB1BTBDR000;TRUIST FINANCIAL CORPORATION
B1DX34;BDR;BRB1DXBDR008;BECTON DICKINSON AND CO
B1FC34;BDR;BRB1FCBDR007;BROWN FORMAN CORP
B1KR34;BDR;BRB1KRBDR005;BAKER HUGHES CO
B1LL34;BDR;BRB1LLBDR006;BALL CORP
B1MR34;BDR;BRB1MRBDR001;BIOMARIN PHARMACEUTICAL INC
B1RF34;BDR;BRB1RFBDR005;BROADRIDGE FINANCIAL SOLUTIONS INC
B1SX34;BDR;BRB1SXBDR006;BOSTON SCIENTIFIC CORP
B1WA34;BDR;BRB1WABDR006;BORGWARNER INC
B3SA3;SHARES;BRB3SAACNOR6;B3 S.A. - BRASIL, BOLSA, BALCÃO
BABA34;BDR;BRBABABDR005;ALIBABA GROUP HOLDING LTD
BAHI3;SHARES;BRBAHIACNOR1;BAHEMA EDUCAÇÃO S.A.
BALM3;SHARES;BRBALMACNOR5;BAUMER S.A.
BALM4;SHARES;BRBALMACNPR2;BAUMER S.A.
BARI11;FUNDS;BRBARICTF003;FDO INV IMOB BARIGUI RENDIMENTOS IMOB I FII
BAUH3;SHARES;BRBAUHACNOR6;EXCELSIOR ALIMENTOS S.A.
BAUH4;SHARES;BRBAUHACNPR3;EXCELSIOR ALIMENTOS S.A.
BAZA3;SHARES;BRBAZAACNOR0;BCO AMAZONIA S.A.
BBAS11;SHARES;BRBBASA04OR8;BCO BRASIL S.A.
BBAS12;SHARES;BRBBASA05OR5;BCO BRASIL S.A.
BBAS3;SHARES;BRBBASACNOR3;BCO BRASIL S.A.
BBDC3;SHARES;BRBBDCACNOR1;BCO BRADESCO S.A.
BBDC4;SHARES;BRBBDCACNPR8;BCO BRADESCO S.A.
BBFI11B;FUNDS;BRBBFICTF006;BB FDO INV IMOB PROGRESSIVO
BBFP11;FUNDS;BRBBFPCTF019;BANG BANG FILMES PRODUCOES LTDA.
BBIM11;FUNDS;BRBBIMCTF002;BB RECEBIVEIS IMOBILIARIOS FDO INV IMOB - FII
BBML3;SHARES;BRBBMLACNOR3;BBM LOGISTICA S.A.
BBPO11;FUNDS;BRBBPOCTF003;BB PROGRESSIVO II FDO INV IMOB - FII
BBRC11;FUNDS;BRBBRCCTF004;BB RENDA CORPORATIVA FDO INV IMOB - FII
BBRK3;SHARES;BRBBRKACNOR4;BRASIL BROKERS PARTICIPACOES S.A.
BBSE3;SHARES;BRBBSEACNOR5;BB SEGURIDADE PARTICIPAÇÕES S.A.
BBVJ11;FUNDS;BRBBVJCTF001;FDO INV IMOB BB VOTORANTIM C JARD CONT TOWER
BBYY34;BDR;BRBBYYBDR005;BEST BUY CO., INC.
BCFF11;FUNDS;BRBCFFCTF000;FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS
BCIA11;FUNDS;BRBCIACTF005;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII
BCPS3;SHARES;BRBCPSACNOR9;CLARO S.A.
BCPS4;SHARES;BRBCPSACNPR6;CLARO S.A.
BCRI11;FUNDS;BRBCRICTF009;BANESTES RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB  FII
BCSA34;BDR;BRBCSABDR005;BANCO SANTANDER SA
BDLL3;SHARES;BRBDLLACNOR1;BARDELLA S.A. INDUSTRIAS MECANICAS
BDLL4;SHARES;BRBDLLACNPR8;BARDELLA S.A. INDUSTRIAS MECANICAS
BEEF3;SHARES;BRBEEFACNOR6;MINERVA S.A.
BEES3;SHARES;BRBEESACNOR9;BANESTES S.A. - BCO EST ESPIRITO SANTO
BEES4;SHARES;BRBEESACNPR6;BANESTES S.A. - BCO EST ESPIRITO SANTO
BEGB4;SHARES;BRBEGBACNPR7;BANCO BERJ S.A.
BERK34;BDR;BRBERKBDR002;BERKSHIRE HATHAWAY INC.
BETP3B;SHARES;BRBETPACNOR3;BETAPART PARTICIPACOES S.A.
BGIP3;SHARES;BRBGIPACNOR1;BCO ESTADO DE SERGIPE S.A. - BANESE
BGIP4;SHARES;BRBGIPACNPR8;BCO ESTADO DE SERGIPE S.A. - BANESE
BHPG34;BDR;BRBHPGBDR007;BHP GROUP LTD
BICR11;FUNDS;BRBICRCTF009;INTER TÍTULOS IMOB. FDO INV. IMOB.
BIDI11;UNIT;BRBIDICDAXX3;BANCO INTER S.A.
BIDI11F;UNIT;BRBIDICDAXX3;BANCO INTER S.A.
BIDI3;SHARES;BRBIDIACNOR3;BANCO INTER S.A.
BIDI4;SHARES;BRBIDIACNPR0;BANCO INTER S.A.
BIDU34;BDR;BRBIDUBDR002;BAIDU INC
BIGD11;FUNDS;BRBIGDCTF018;BIGDENI FILMES DO BRASIL LTDA.
BIIB34;BDR;BRBIIBBDR001;BIOGEN INC.
BILB34;BDR;BRBILBBDR005;BANCO BILBAO VIZCAYA ARGENTARIA SA
BIOM3;SHARES;BRBIOMACNOR2;BIOMM S.A.
BKBR3;SHARES;BRBKBRACNOR4;BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA
BKNG34;BDR;BRBKNGBDR006;BOOKING HOLDINGS INC
BKOI11;FUNDS;BRBKOICTF009;FDO INV PART BKO I MULTIESTRATEGIA
BLAK34;BDR;BRBLAKBDR003;BLACKROCK, INC.
BLAU3;SHARES;BRBLAUACNOR8;BLAU FARMACÊUTICA S.A.
BLCP11;FUNDS;BRBLCPCTF007;BLUECAP RENDA LOG. FDO INV. IMOB. - FII
BLMO11;FUNDS;BRBLMOCTF009;BLUEMACAW OFFICE FUND II - FDO. INVEST. IMOB.
BMEB3;SHARES;BRBMEBACNOR8;BCO MERCANTIL DO BRASIL S.A.
BMEB4;SHARES;BRBMEBACNPR5;BCO MERCANTIL DO BRASIL S.A.
BMGB4;SHARES;BRBMGBACNPR0;BANCO BMG S.A.
BMII11;FUNDS;BRBMIICTF007;FDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO
BMIN3;SHARES;BRBMINACNOR4;BCO MERCANTIL DE INVESTIMENTOS S.A.
BMIN4;SHARES;BRBMINACNPR1;BCO MERCANTIL DE INVESTIMENTOS S.A.
BMKS3;SHARES;BRBMKSACNOR9;BICICLETAS MONARK S.A.
BMLC11B;FUNDS;BRBMLCCTF004;FDO INV IMOB - FII BM BRASCAN LAJES CORPORATIVAS
BMYB34;BDR;BRBMYBBDR000;BRISTOL-MYERS SQUIBB COMPANY
BNBR3;SHARES;BRBNBRACNOR8;BCO NORDESTE DO BRASIL S.A.
BNFS11;FUNDS;BRBNFSCTF000;BANRISUL NOVAS FRONTEIRAS FDO INV IMOB - FII
BOAC34;BDR;BRBOACBDR004;BANK OF AMERICA CORPORATION
BOBR3;SHARES;BRBOBRACNOR6;BOMBRIL S.A.
BOBR4;SHARES;BRBOBRACNPR3;BOMBRIL S.A.
BOEI34;BDR;BRBOEIBDR003;THE BOEING COMPANY
BONY34;BDR;BRBONYBDR001;THE BANK OF NEW YORK MELLON CORPORATION
BOXP34;BDR;BRBOXPBDR008;BOSTON PROPERTIES, INC
BPAC11;UNIT;BRBPACUNT006;BCO BTG PACTUAL S.A.
BPAC11F;UNIT;BRBPACUNT006;BCO BTG PACTUAL S.A.
BPAC13;UNIT;BRBPACUNT014;BCO BTG PACTUAL S.A.
BPAC13F;UNIT;BRBPACUNT014;BCO BTG PACTUAL S.A.
BPAC3;SHARES;BRBPACACNOR7;BCO BTG PACTUAL S.A.
BPAC5;SHARES;BRBPACACNPA0;BCO BTG PACTUAL S.A.
BPAN11;SHARES;BRBPANARNPR9;BCO PAN S.A.
BPAN4;SHARES;BRBPANACNPR1;BCO PAN S.A.
BPAR3;SHARES;BRBPARACNOR5;BCO ESTADO DO PARA S.A.
BPFF11;FUNDS;BRBPFFCTF002;FDO INV IMOB BRASIL PLURAL ABSOLUTO FDO DE FUNDOS
BPMA11;FUNDS;BRBPMACTF009;BRIO PRIME MALLS - FDO. INVEST. IMOB.
BPML11;FUNDS;BRBPMLCTF006;FDO INV IMOB BTG PACTUAL SHOPPINGS
BPRP11;FUNDS;BRBPRPCTF006;FDO INV IMOB - FII BRLPROP
BRAP3;SHARES;BRBRAPACNOR5;BRADESPAR S.A.
BRAP4;SHARES;BRBRAPACNPR2;BRADESPAR S.A.
BRCO11;FUNDS;BRBRCOCTF007;BRESCO LOGÍSTICA - FDO INV IMOB
BRCP11;FUNDS;BRBRCPCTF004;FDO BRASCAN DE PETROLEO GAS E ENERG-FIP
BRCR11;FUNDS;BRBRCRCTF000;FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND
BRDT3;SHARES;BRBRDTACNOR1;PETROBRAS DISTRIBUIDORA S/A
BREV11;FUNDS;BRBREVCTF008;BRAZIL REAL ESTATE VICTORY FUND I - FDO. INV. IMOB
BRFS3;SHARES;BRBRFSACNOR8;BRF S.A.
BRGE11;SHARES;BRBRGEACNPE1;CONSORCIO ALFA DE ADMINISTRACAO S.A.
BRGE12;SHARES;BRBRGEACNPF8;CONSORCIO ALFA DE ADMINISTRACAO S.A.
BRGE3;SHARES;BRBRGEACNOR6;CONSORCIO ALFA DE ADMINISTRACAO S.A.
BRGE5;SHARES;BRBRGEACNPA9;CONSORCIO ALFA DE ADMINISTRACAO S.A.
BRGE6;SHARES;BRBRGEACNPB7;CONSORCIO ALFA DE ADMINISTRACAO S.A.
BRGE7;SHARES;BRBRGEACNPC5;CONSORCIO ALFA DE ADMINISTRACAO S.A.
BRGE8;SHARES;BRBRGEACNPD3;CONSORCIO ALFA DE ADMINISTRACAO S.A.
BRHT11B;FUNDS;BRBRHTCTF005;FDO INV IMOB BR HOTEIS - FII
BRIM11B;FUNDS;BRBRIMCTF008;BRIO REAL ESTATE II - FDO INV IMOB
BRIV3;SHARES;BRBRIVACNOR6;BCO ALFA DE INVESTIMENTO S.A.
BRIV4;SHARES;BRBRIVACNPR3;BCO ALFA DE INVESTIMENTO S.A.
BRKM3;SHARES;BRBRKMACNOR1;BRASKEM S.A.
BRKM5;SHARES;BRBRKMACNPA4;BRASKEM S.A.
BRKM6;SHARES;BRBRKMACNPB2;BRASKEM S.A.
BRML3;SHARES;BRBRMLACNOR9;BR MALLS PARTICIPACOES S.A.
BRPR11;SHARES;BRBRPRA01OR0;BR PROPERTIES S.A.
BRPR3;SHARES;BRBRPRACNOR9;BR PROPERTIES S.A.
BRQB3;SHARES;BRBRQBACNOR1;BRQ SOLUCOES EM INFORMATICA S.A.
BRSR3;SHARES;BRBRSRACNOR3;BCO ESTADO DO RIO GRANDE DO SUL S.A.
BRSR5;SHARES;BRBRSRACNPA6;BCO ESTADO DO RIO GRANDE DO SUL S.A.
BRSR6;SHARES;BRBRSRACNPB4;BCO ESTADO DO RIO GRANDE DO SUL S.A.
BRZP11;FUNDS;BRBRZPCTF005;BRZ INFRA PORTOS FDO, INV. EM PART. INFRAESTRUTURA
BSEV3;SHARES;BRBSEVACNOR3;BIOSEV S.A.
BSLI3;SHARES;BRBSLIACNOR5;BRB BCO DE BRASILIA S.A.
BSLI4;SHARES;BRBSLIACNPR2;BRB BCO DE BRASILIA S.A.
BTCR11;FUNDS;BRBTCRCTF006;FDO INV IMOB - BTG PACTUAL CREDITO IMOBILIARIO
BTLG11;FUNDS;BRBTLGCTF000;BTG PACTUAL LOGISTICA FDO INV IMOB - FII
BTOW3;SHARES;BRBTOWACNOR8;B2W - COMPANHIA DIGITAL
BTSG11;FUNDS;BRBTSGCTF005;BTSP I FDO. INVEST. IMOB - FII
BTTL3;SHARES;BRBTTLACNOR0;BATTISTELLA ADM PARTICIPACOES S.A.
BUHY11;FUNDS;BRBUHYCTF009;CAMBUHY I FDO INV EM ACOES
BVAR11;FUNDS;BRBVARCTF006;FDO INV IMOB BRASIL VAREJO - FII
BVEN11;UNIT;BRBVENUNT003;BOA VISTA ENERGIA S.A.
BVEN3;SHARES;BRBVENACNOR4;BOA VISTA ENERGIA S.A.
BZLI11;FUNDS;BRBZLICTF003;BRAZIL REALTY FDO INV IMOB
C1AG34;BDR;BRC1AGBDR008;CONAGRA BRANDS INC
C1AH34;BDR;BRC1AHBDR006;CARDINAL HEALTH INC
C1BL34;BDR;BRC1BLBDR006;CHUBB LTD
C1BO34;BDR;BRC1BOBDR000;CBOE GLOBAL MARKETS INC
C1BR34;BDR;BRC1BRBDR003;CBRE GROUP INC
C1BS34;BDR;BRC1BSBDR001;VIACOMCBS Inc.
C1CI34;BDR;BRC1CIBDR000;CROWN CASTLE INTERNATIONAL CORP
C1CL34;BDR;BRC1CLBDR004;CARNIVAL CORP
C1DN34;BDR;BRC1DNBDR008;CADENCE DESIGN SYSTEMS INC
C1ER34;BDR;BRC1ERBDR007;CERNER CORP
C1FG34;BDR;BRC1FGBDR007;CITIZENS FINANCIAL GROUP INC
C1FI34;BDR;BRC1FIBDR003;CF INDUSTRIES HOLDINGS INC
C1HK34;BDR;BRC1HKBDR005;CHECK POINT SOFTWARE TECHNOLOGIES LTD
C1HR34;BDR;BRC1HRBDR000;CH ROBINSON WORLDWIDE INC
C1IC34;BDR;BRC1ICBDR000;Cigna Corp
C1MA34;BDR;BRC1MABDR006;COMERICA INC
C1MG34;BDR;BRC1MGBDR003;CHIPOTLE MEXICAN GRILL INC
C1MI34;BDR;BRC1MIBDR009;CUMMINS INC
C1MS34;BDR;BRC1MSBDR008;CMS ENERGY CORP
C1NC34;BDR;BRC1NCBDR000;CENTENE CORP
C1NP34;BDR;BRC1NPBDR002;CENTERPOINT ENERGY INC
C1NS34;BDR;BRC1NSBDR006;CELANESE CORP
C1OG34;BDR;BRC1OGBDR009;CABOT OIL & GAS CORP
C1OO34;BDR;BRC1OOBDR003;COOPER COMPANIES INC
C1PB34;BDR;BRC1PBBDR007;Campbell Soup Co
C1PR34;BDR;BRC1PRBDR003;COPART INC
C1TA34;BDR;BRC1TABDR001;CINTAS CORP
C1TL34;BDR;BRC1TLBDR008;CENTURYLINK INC
C1TX34;BDR;BRC1TXBDR003;CITRIX SYSTEMS INC
C1XO34;BDR;BRC1XOBDR004;CONCHO RESOURCES INC
CABI3B;SHARES;BRCABIACNOR2;CABINDA PARTICIPACOES S.A.
CACO3B;SHARES;BRCACOACNOR8;CACONDE PARTICIPACOES S.A.
CAIA3B;SHARES;BRCAIAACNOR4;CAIANDA PARTICIPACOES S.A.
CAJI34;BDR;BRCAJIBDR009;CANON INC
CALI3;SHARES;BRCALIACNOR1;CONSTRUTORA ADOLPHO LINDENBERG S.A.
CALI4;SHARES;BRCALIACNPR8;CONSTRUTORA ADOLPHO LINDENBERG S.A.
CAMB3;SHARES;BRCAMBACNOR4;CAMBUCI S.A.
CAML3;SHARES;BRCAMLACNOR3;CAMIL ALIMENTOS S.A.
CAON34;BDR;BRCAONBDR009;CAPITAL ONE FINANCIAL CORP
CAPH34;BDR;BRCAPHBDR008;CAPRI HOLDINGS LTD
CARD3;SHARES;BRCARDACNOR9;CSU CARDSYSTEM S.A.
CARE11;FUNDS;BRCARECTF000;BRAZILIAN GRAVEYARD DEATH CARE FDO INV IMOB - FII
CASN3;SHARES;BRCASNACNOR6;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN
CASN4;SHARES;BRCASNACNPR3;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN
CATA3;SHARES;BRCATAACNOR1;CIA INDUSTRIAL CATAGUASES
CATA4;SHARES;BRCATAACNPR8;CIA INDUSTRIAL CATAGUASES
CATP34;BDR;BRCATPBDR003;CATERPILLAR INC.
CBEE3;SHARES;BRCBEEACNOR3;AMPLA ENERGIA E SERVICOS S.A.
CBOP11;FUNDS;BRCBOPCTF001;CASTELLO BRANCO OFFICE PARK FDO INV IMOB - FII
CCAT3;SHARES;BRCCATACNOR7;COMFIO COMPANHIA CATARINENSE DE FIACAO
CCAT4;SHARES;BRCCATACNPR4;COMFIO COMPANHIA CATARINENSE DE FIACAO
CCPR3;SHARES;BRCCPRACNOR9;CYRELA COMMERCIAL PROPERT S.A. EMPR PART
CCRO3;SHARES;BRCCROACNOR2;CCR S.A.
CEAB3;SHARES;BRCEABACNOR1;CEA MODAS S.A.
CEAC11;UNIT;BRCEACUNT008;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A
CEAC3;SHARES;BRCEACACNOR9;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A
CEAC4;SHARES;BRCEACACNPR6;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A
CEAG3;SHARES;BRCEAGACNOR0;CIA DE ENTREPOSTOS E ARMAZENS GERAIS SP
CEAL11;UNIT;BRCEALCDAM10;COMPANHIA ENERGETICA DE ALAGOAS
CEAL3;SHARES;BRCEALACNOR0;COMPANHIA ENERGETICA DE ALAGOAS
CEAL4;SHARES;BRCEALACNPR7;COMPANHIA ENERGETICA DE ALAGOAS
CEBR3;SHARES;BRCEBRACNOR5;CIA ENERGETICA DE BRASILIA
CEBR5;SHARES;BRCEBRACNPA8;CIA ENERGETICA DE BRASILIA
CEBR6;SHARES;BRCEBRACNPB6;CIA ENERGETICA DE BRASILIA
CEDO3;SHARES;BRCEDOACNOR8;CIA FIACAO TECIDOS CEDRO CACHOEIRA
CEDO4;SHARES;BRCEDOACNPR5;CIA FIACAO TECIDOS CEDRO CACHOEIRA
CEEB3;SHARES;BRCEEBACNOR3;CIA ELETRICIDADE EST. DA BAHIA - COELBA
CEEB5;SHARES;BRCEEBACNPA6;CIA ELETRICIDADE EST. DA BAHIA - COELBA
CEEB6;SHARES;BRCEEBACNPB4;CIA ELETRICIDADE EST. DA BAHIA - COELBA
CEED3;SHARES;BRCEEDACNOR9;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D
CEED4;SHARES;BRCEEDACNPR6;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D
CEGR3;SHARES;BRCEGRACNOR4;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG
CEOC11;FUNDS;BRCEOCCTF003;FDO INV IMOB - FII CEO CYRELA COMMERC. PROPERTIES
CEPE3;SHARES;BRCEPEACNOR3;CIA ENERGETICA DE PERNAMBUCO - CELPE
CEPE5;SHARES;BRCEPEACNPA6;CIA ENERGETICA DE PERNAMBUCO - CELPE
CEPE6;SHARES;BRCEPEACNPB4;CIA ENERGETICA DE PERNAMBUCO - CELPE
CERO3;SHARES;BRCEROACNOR8;CENTRAIS ELETRICAS DE RONDONIA S/A CERON
CESA3;SHARES;BRCESAACNOR5;CIA ESTADUAL DE SILOS E ARMAZENS
CESP3;SHARES;BRCESPACNOR3;CESP - CIA ENERGETICA DE SAO PAULO
CESP5;SHARES;BRCESPACNPA6;CESP - CIA ENERGETICA DE SAO PAULO
